id;name;sex
80338;Andrey Mikhaylovich Mishin;M
40263;Edwin Fisher Eddie Gilbert;M
104400;Robert Camille Saint-P;M
84486;Francesco Nanni;M
125562;Georgios Vazagkasvili;M
62653;Marina Kopcalic;F
36490;Sbastien Edmond Foucras;M
112957;Aleksey Solodyankin;M
74620;Manuel Mantilla Rodrguez;M
86106;"Rudolf ""Rudi"" Nierlich";M
67687;Franz Lechleitner;M
49522;Eivind Holmsen;M
71141;Peter Lombard, II;M
69362;Li Gyong-Ok;F
57469;Aitor Karanka de la Hoz;M
100995;"Walter Stephen ""Wally"" Ris";M
88549;Harald Johannes kern;M
122011;Wojciech Trojanowski;M
131358;Sofie Wolfs;F
53063;Leszek Jachna;M
123331;"Quanita ""Queen"" Underwood";F
103474;Jrgen Rumrich;M
102760;Julian Joseph Rossi;M
52961;Kaori Iwasaki;F
134437;Zhang Chunfang;F
45095;Gunnar Hallkvist;M
64826;Roman Kulesza;M
60724;Frode Rasmussen Kirkebjerg;M
100613;Kristina Richter (Hochmuth-);F
78422;Armando Melgar Retolaza;M
107627;Laura Lynne Schuler;F
88699;Sunday Ogorchukwu Oliseh;M
118309;Yasunori Tanabe;M
125801;Juhani Vilhelm Vellamo (Wellamo-);M
110407;Slavko Sikiri;M
32516;Giulia Enrica Emmolo;F
115631;Brje Kalevi Strand;M
78881;Fawzi Merhi;M
60900;Osamu Kitamura;M
95786;Jana Polakoviov (-Bobkov);F
76353;Richard Kipkemboi Mateelong;M
91647;Bridget Parker;F
53746;Wioletta Magdalena Janowska-Frankiewicz;F
72986;Isabel Macas Chow;F
105968;Tokuhei Sata;M
98942;Marc Raquil;M
116931;Per ke Bertil Svenson;M
101551;Jorge Flix Roche Silveira;M
117206;Carol Sykes (-Crich);F
92003;Paresh Jasmat Patel;M
43527;Javier Antonio Gudez Snchez;M
44055;Vadimas Gusevas;M
127928;Ernest Wagstaff;M
70255;Sarah Diane T. Lindsay;F
37528;Reiko Fujita;F
95827;Damir Poli;M
58774;Linda Keough (-Staines);F
81315;"Kenneth Dale ""Kenny"" Monday";M
49611;Volodymyr Stepanovych Holubnychiy;M
111942;Olaf Sletten;M
80723;Hassan Moaffi;M
67943;Lee Hye-Gyeong;F
132770;Valeriya Yegay;F
80561;Torahiko Miyahata;M
66398;"Martin ""Marty"" Lang";M
56216;Istvn Juhsz;M
132397;Yuki Yamazaki;M
126953;Panagiota Vlachaki;F
95134;Sortelina da Silva Pires;F
120215;Tian Qing;F
69891;Lim Chiow Chuan;M
109873;Makoto Shiraishi;M
132527;Yang Mu-Sin;M
110115;Ihor Myronovych Shymechko;M
74378;Ousmane Man;M
104231;Sean Nana A. K. Safo-Antwi;M
122316;Angeliki Tsiolakoudi;F
93358;Kenia Prez Guerra;F
41024;Keesja Kaia Gofers;F
121912;Slobodan Trifunovi;M
63716;Edmond Kramer III;M
81009;Jean-Jacques Moine;M
46974;Geraldine Anne Heaney;F
123167;Viktor Petrovich Ugryumov;M
67523;Philippe Le Jeune;M
90163;Konstantns Oviikovs;M
33073;Jan Ertmaski;M
46605;Andreas Htveit;M
74698;Anastasiya Igorevna Marachkovskaya;F
120439;Okilani Tinilau;M
75427;Ralph S. Marshall;M
81698;Motsapi Moorosi;M
110107;Yaroslava Vyacheslavovna Shvedova;F
127827;Lamine Wade;M
83444;Yukari Murata;F
110481;Mohamed Joe Siluvangi;M
39579;Aurelian Georgescu;M
97765;Qiao Ya;F
43653;Frants Josef Gufler;M
85686;Deo Gracia Ngokaba;M
93801;Pradeeban Peter-Paul;M
118897;Irving Carrie Taylor;M
128811;Julien Victor Wartelle;M
85729;Nguyn Th M Lien;F
99396;Antoine Rebetez;M
56205;"Cornelis Theophillus Jacobus ""Cees"" Juffermans";M
125386;Lucian Vasilache;M
131153;"Andrew Elmore ""Andy"" Witt";M
34340;Ren Faye;M
109198;Hassan Mauris Shamil;M
121973;"Nicholas ""Nick"" Tritton";M
47639;"Daniel Gideon Jacobus ""Jaco"" Henn";M
133693;Constantin Zahei;M
122394;Naoya Tsukahara;M
78853;Ann Mercken;F
101818;Marima Rodrguez Crdenas;F
48716;"Amelia Antonia Josepha ""Lia"" Hinten (-Louer)";F
81752;Jos Antnio Nuno Rodrgues de Morais;M
32962;Gustav Adolf Eriksson;M
118269;Kelly Tan;F
90761;Matilda Vilma Plfyov (-Marekov);F
59256;Theodoros Khatzitheodorou;M
124015;Mauno Kalervo Valkeinen;M
71340;Denisse Lpez Sing;F
61563;"Sandra Phyllis ""Sandy"" Knott";F
35244;Emilia Mnica Figueroa Belhot;F
121595;Colomn Trabado Prez;M
119809;Josephus Thomas;M
83603;Yvonne Carol Grace Murray (-Mooney);F
38900;Arnold Gartmann;M
127136;Ji Vojtk;M
48384;Sigfrid Hans Gustaf Heyner;M
119803;"Joseph ""Joe"" Thomas";M
72573;Urszula Wanda ukomska (-Olejniczak);F
86891;Hjrdis Margareta Nordin (-Hallquist);F
94952;Diana Isabel Pineda Zuletra;F
72464;Davis Lusimbo;M
34736;Fernanda Neves Beling;F
128238;Per Johan Daniel Wallner;M
91378;Mara Concepcin Paredes Tamayo;F
113578;Henrik Oluf Anders Srensen;M
66986;Carlos Lastarria Escobedo;M
88926;Viktor Olaf Olsen;M
67437;Anton Yevgenyevich Lazko;M
70234;Jari Juhani Lindroos;M
122566;Gabrielle Tuleu;F
65875;Goffredo Lagger;M
129410;"Hartmann ""Harti"" Weirather";M
89147;Ong Ching-Ming;M
110714;Gian Simmen;M
88824;Gustavo Ren Ollo;M
72055;Peter G. Luck;M
131121;"Francis ""Frank"" Wismayer";M
93768;Milan Petakovi;M
87371;Ahmad Jahan Nuristani;M
71446;Paul Lopez;M
124988;Willem Scato van Walt Meijer;M
62484;Marcin Krzysztof Koniusz;M
127183;Aleksandr Aleksandrovich Volkov;M
111131;Ravinder Pal Singh;M
96482;Rainer-Dieter Pottel;M
91377;Juan Paredes Miranda;M
118403;Megumi Taneda;F
73527;Murugesan Mahendran;M
88794;Jean-Marie Olivon;M
51721;Reda Abdalaati Iguider;M
43643;Magaye Serigne Falilou Dit Nelson Gueye;M
92682;Carlo Pedersoli;M
33940;ngel Antonio Famiglietti;M
33551;Una Rebecca Ewert;F
102363;Rogelia Romo Garca;F
112729;Ama Sodogah;M
68010;Lee Jin-Hui;M
40260;John Brian Gilbert;M
102030;Marcel Rohner;M
72375;Federico K. Lungwitz;M
75212;Aleksey Viktorovich Markovsky;M
127063;"Wallace William ""Wally"" Voges";M
52952;Kazuyuki Iwamoto;M
39529;"Renat'o ""Geor"" Gomeshi";M
76247;Antoine Masson;M
60906;Tokuo Kitani;M
59928;Kim Ha-Yeon;M
77414;Nancy McCredie (-Cranwell);F
31901;Khalid El-Aabidi;M
57544;Monia Kari;F
37154;Jrg Fricke;M
120176;Stefan Tord Arvid Thynell;M
75249;Antonio Marmorino;M
130847;Jorge H. Wilson;M
127768;Svetlana Yuryevna Vysokova;F
92032;James Paterson-Robinson;M
128873;Yoshito Watabe;M
63576;Oga Koziov (-Gubzov);F
77867;"Andrew ""Andy"" McMillan";M
91029;Devi Maya Paneru (-Pandey);F
127487;Denis Vorobyov;M
120240;Rok Tiar;M
93665;Anna Ulrika Persson;F
33263;Judith Aline Esseng Abolo;F
55054;Kristina Caroline Joder;F
69977;Lin Laijiu;M
124726;Denisse Astrid van Lamoen Gmez;F
92394;Juan Carlos Payano Pichardo;M
43202;Zdeka Grossmannov;F
100422;Vernica G. Ribot de Caales;F
87402;Bakhtiyer Nurullayev;M
46242;Bent Harsmann;M
113819;Per Axel Hkan Spett;M
48990;Noel Helmore Hobson;M
36050;"Hendrik Gustaaf ""Hans"" Fokker";M
37907;Ute Ghler (-Scheiffele);F
123476;Juan Jos Uria Bazterrica;M
64998;Gyula Kunszt (Kaposi);M
99834;Josef Reisinger;M
60986;Jens Erik Kjeldsen;M
125104;Marcel Eugne Vandewattyne;M
35021;Juan Ferrer Lahera;M
124568;Emily Louise Van Egmond;F
102420;"George Kiprotich ""Kip"" Rono";M
38046;"Joseph Deville Thomas ""Joe"" Galibardy";M
52698;Takeo Ito;M
44691;Heleen Jacoba Hage;F
73801;Andriy Volodymyrovych Makarchev;M
34452;Norbert Fehr;M
120529;Stphane Tissot;M
93633;Maria Elisabeth Persson;F
79969;Alice Mary Mills (-Tait);F
77244;"Thomas Sean ""Tom"" McBreen";M
131822;Wu Tao-Yan;M
66434;Matthias Lange;M
63838;Manfred Krausbar;M
42145;"Johannes Edouard Willem ""Jalal"" Gozal";M
126337;Maria Vicol (Titi-);F
121426;Tatyana Ivanovna Totmyanina;F
82189;Lisa Moro;F
112165;Jerry Anthony Smit;M
107682;Emil Schulz;M
117767;Johnnathan Tafra Quitral;M
69941;Jorma Johannes Limmonen;M
34652;Svetlana Yevgenyevna Feofanova;F
73479;Seyfula Seferovich Magomedov;M
51593;Kazuaki Ichikawa;M
83591;Richard Murray;M
80267;S. Christophe Mirgain;M
78860;Behudin Merdovi;M
124532;Federico van Ditmar;M
66868;Susanne Marie Annelie Larsson (-Birkeholme);F
124553;Jaak Van Driessche;M
55989;Jean Pierre Andr Josselin;M
94338;Thomas Pfeffer;M
94063;Pavel Petikov;M
101271;Victor Robert;M
77321;Jenny McCauley;F
94494;"Tracey Elizabeth ""Traci"" Phillips";F
134818;Zhou Xiaojing;F
119969;Anne Lolk Thomsen;F
61049;Anita Klapote;F
76261;"Petrus Hubertus ""Pierre"" Massy";M
68207;Lee Yong;M
39165;Anzhelika Anatolyevna Gavrilova;F
65627;Kauko Markus Laasonen;M
75182;Dmitri Markov;M
34246;Michel Fauconnet;M
53045;Ons Jabeur;F
83497;Peeter Mrk;M
56452;Timo Juhani Jutila;M
50671;Huang Zhanzhong;M
123785;Nicole Vaidiov;F
110559;Tiago Rafael Maia Silva;M
80560;Toshiyuki Miyahara;M
54726;Zdravko Jei;M
59874;Kim Gi-Han;M
132904;Nataliya Yershova;F
42015;Zsfia Gottschall;F
75872;Marie Martinod;F
93430;Gabriela Perianu;F
112528;Mark Smythe;M
36756;Mria Frank (-Renn);F
132497;Yang He;M
128833;"Waightman Alan ""Bud"" Washbond";M
105350;Erik Lennart Sandin;M
83067;Gerda Muller Karger;F
52845;Viktor Volodymyrovych Ivanov;M
56102;Ann-Lou Ernst Jrgensen;F
124061;Mariela Vallecillo;F
134337;Laura Yihan Zeng;F
52702;Tomohito Ito;M
42983;Flix Gustave Marie Joseph Grimonprez;M
99224;Oksana Ismailovna Ravilova;F
61231;Dmitry Kliger;M
105392;"John Valance ""Johnny"" Sands";M
80899;El-Sayed Mohamed;M
88835;Nancy J. Olmsted;F
80702;Elxan Mmmdov;M
131591;Ester Workel;F
68157;"Kui Nang ""Solomon"" Lee";M
48699;Yomara Hinestroza Murillo;F
59483;Martin Iosifovich Khuber;M
48068;Rafael Hernndez Rojas;M
69109;Allar Levandi;M
73715;Barry John Maister;M
49268;"Judith ""Jutta"" Hhne (Popken-)";F
38957;Hannibal David Gaskin;M
126132;Victor Abel Verschueren;M
91847;Vladimir Viktorovich Parvatkin;M
53505;Ross James;M
118061;Kuniaki Takizaki;M
105150;David Snchez Lpez;M
121396;Hajnalka Tth;F
40498;Ivo ovaneli (Giovanelli);M
32701;Aris Enkelmann;M
60327;Kim Yeong-Gwi;M
127833;Dwyane Tyrone Wade, Jr.;M
82220;Vladimir Ivanovich Morozov;M
128593;Wang Xiaohong;F
125260;"Lawrence ""Larry"" Varga";M
129641;Eric Valfrid Wennerberg;M
58008;Yumiko Kato;F
61979;"Johannes Jacobus ""Koos"" Khler";M
46003;"Helen Joyce ""Joy"" Hardon (Brookes-)";F
75360;"Rudolf ""Ruedi"" Marro";M
99253;Eugen Ray;M
75789;Lorenzo Martnez Cordero;M
68954;Willi Lesch;M
110038;Ivan Aleksandrovich Shtyl;M
94325;Guillermo Francisco Pfaab Romano;M
90015;Frank Markus Otto;M
118075;Lyubov Andreyevna Talalayeva;F
120775;Ryoko Tokuno;F
63233;Boyan Stoychev Kotsev;M
53168;Klaus Jacob;M
119341;Amela Terzi;F
37302;Karl Folke Frln;M
92814;Teogenes Pelegrino;M
75405;Clive L. Marshall;M
73401;Marouen Maggaiz;M
56253;Louis Richard Bruno Julie;M
93846;"Willem ""Wim"" Peters";M
53550;Jamsrangiin MnkhOchir;M
102356;Gianni Petrus Cornelis Romme;M
69199;Paula Lewin;F
56614;"Andrew John ""Andy"" Kaestner";M
118190;Marco Tamberi;M
119294;Ferrn Terra Navarro;M
80413;Henry Kent Mitchell, II;M
35820;"Gabrielle Rose ""Rosey"" Fletcher";F
38933;Francesco Gaset Fris;M
60189;Kim Ok-Soon;F
131125;Jzef Winiewski;M
77506;"Frederick Joseph ""Freddie"" McEvoy";M
59748;Ben Kilner;M
89328;Rory Thomas O'Reilly;M
64373;Heinrich Krumpfholz;M
53439;Mohamed Shah Jalal;M
44855;Jonatn Dniel Hajdu;M
110453;Yusidey Sili Frmeta;F
78354;Deolin Quade Mekoa;M
96693;Chira Prabandhayodhin;M
77349;"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)";F
52984;Furo Iyenemi;M
51923;Pavel Ilyinsky;M
78937;Louis Mermillod;M
42081;Andreas Gounas;M
85309;Anne-Marie Gustafsdotter Nenzell;F
70060;Carl Peter Clausen Lindberg;M
65856;Viola Cheptoo Lagat;F
84672;Sandow Weldemar Nasution;M
84796;Tatyana Aleksandrovna Navka;F
122031;Santiago Trompeta Rodrguez;M
74818;Giannina Marchini (-Vitti);F
77305;Jeremiah Thomas McCarthy;M
95749;Firouz Pojhan;M
114180;Daniel Arvid Paavali Sthl;M
89896;Ingvild Flugstad stberg;F
128908;Yasuo Watanabe;M
41727;Michelle Goos;F
106416;Herdis Birgitte Sttem (-Jomaas);F
134853;Zhu Qinan;M
47018;Isabelle Hberl;F
55901;Steven Jorens;M
115534;Etienne Stott;M
114394;Annamarie Stapleton;F
94354;Louis Pfenninger;M
38617;Juan Garca Vergel;M
101395;Audrey Robichaud;F
110842;Ann Simons;F
89138;George Helela Onekea, Jr.;M
115101;"David Deas ""Dave"" Stevenson";M
70981;Eric Lockyear;M
33432;Cadel Lee Evans;M
73815;Oleg Vitalyevich Makarov;M
77150;Massimiliano Mazzucchi;M
122457;Dai-Yong Tu;F
68220;Lee Yun-Hui;F
59233;Jit Bahadur Khatri Chhetri;M
53656;Jang Yeong-Cheol;M
109297;Nisha Sharma;F
78097;Rita Medrano Muoz;F
116512;Sun Yue;F
43295;Daniel Alfonso GruesoBarco;M
95020;Jonas Pinskus;M
45630;Ren Hannemann;M
134662;Zhao Shijian;M
130640;Marlon Selwyn Williams;M
104370;Mika Saiki;F
89413;Lyubomir Bonev Oresharov;M
74808;Giovanni Marchetti;M
130624;Kenneth Williams;M
76705;Topi Juhani Mattila;M
104565;Dmitry Nikolayevich Sakunenko;M
129097;Shirley Catherine Webb;F
80415;Kevin Mitchell;M
125261;Lszl Varga;M
114647;Andreea Stefanescu;F
50787;Willem Hugo Hudig;M
112985;Artyom Viktorovich Solovey;M
95736;Didier Poissant;M
102017;Peter Ramsdahl Rohde;M
85740;Nguyn Tin Trung;M
34620;"Yijun ""Tom"" Feng";M
99424;Lauri Fredrik Rechardt;M
61754;Edeltraud Koch (-Rken);F
76706;"Herman Vilhelm ""Ville"" Mattila";M
95686;Stephanie Pohl;F
51571;Wasif Ibrahim;M
47593;Leanda Hendricks;F
59621;Ulrich Kienast;M
103920;Mikhail Mikhaylovich Ryzhak;M
123690;Ossi Reijo Juhani Vnnen;M
84845;Magno do Prado Nazaret;M
94493;Sarah Phillips;F
82199;Jaime Morn Len;M
85305;Nikola Nenov;M
60893;Kosuke Kitajima;M
111458;Masini Situ-Kumbanga;M
41021;Augustus Shaw Gus Goetz;M
128060;Luleseged Wale;M
102314;Isabel Cristina Romero Benitez;F
74687;Adnan Maqsood;M
54021;Abdul Rahman Jassim;M
129962;George Whitaker;M
58307;Micha Kawa;M
45069;Fritz Haller;M
90848;Hank Palmer;M
91639;Park Yun-Bae;M
40900;Robin Elizabeth Goad (Byrd-);F
96992;Eduardo Alberto Priggione Presa;M
81067;Juraj Mokr;M
73545;Jules mile Cornil Mahieu;M
125882;Michelle Venturella;F
116754;Julie Sutton-Skinner;F
50278;Wendy Louise Houvenaghel (McClean-);F
111067;Hardyal Singh Garchey;M
57916;Mira Kristiina Kasslin;F
70316;Corinna Margarete Lingnau (-Bremer);F
135110;Giannis Zisimidis;M
39277;"Michael William ""Mike"" Gebhardt";M
78471;Sten Robert Fredrik Mellgren;M
91597;Park Seong-Ja;F
83533;Joseph Murphy;M
56596;Yuki Kadono;M
72233;Luis Ral Luna Lemus;M
101857;Ubaldo J. Rodrguez;M
64978;Ludwig Kng;M
83654;Michel Muschs;M
50261;"Phillip Francis ""Phil"" Housley";M
115007;Anna Maria Stera-Kustucz;F
73522;Mehdi Mahdavi;M
42838;"Elizabeth Joyce ""Joy"" Grieveson (-Watson)";F
47347;Jan Hejda;M
34980;Diego Ferreira;M
88772;Miguel de los Santos Olivera Alvarez;M
104200;Stephen Christopher Saenz Villareal;M
98745;Florian Ramoser;M
49238;Hans Yngve Hglund;M
56379;Franciscus Johannes Jurgens;M
44645;Joseph Haesaerts;M
134563;Zhang Xian;F
63860;Vicente Dalmiro Krause;M
69380;Li Hongxue;F
116140;Ida Such;F
127672;Stephan Vuckovic;M
44063;Lidiya Gusheva (Petrova-);F
108287;Hans-Werner Seher;M
116528;Johnson Sunday;M
91077;Aleksandra Yuryevna Pankina;F
75018;Marcela Mari;F
89483;Mark Sebastian Clive Ormrod;M
85676;Savieri Ngidhi;M
95494;Thomas Plel;M
103476;Raimondas Rumas;M
84612;Raffaele Nasi;M
117322;Gabriella Timea Szab;F
89821;Yuliya Anatolivna Ostapchuk-Tkach;F
80734;Ivar Mobekk;M
120783;Martti Leo Tolamo (Topelius-);M
107101;Herbert Schmidt;M
36762;"Steven ""Steve"" Frank";M
95629;Aleksandra Podryadova;F
103926;Antonina Alekseyevna Ryzhova (Moiseyeva-);F
127189;Dmitry Aleksandrovich Volkov;M
74768;Robert Henri Marchal;M
82423;Scott Mosher;M
109000;Arthur Norman Sewell;M
121286;Juan Miguel Torres;M
60346;Kim Yeong-Ro;M
105803;Savvas Saritzoglou;M
90219;Nancy Lee Owen (-Narbonne, -Fortner);F
35110;Lucas Feutsa;M
133482;Yun Nam-Jin;M
107235;Enrico Schnabel;M
78698;Antnio Vasco de Mello da Silva Csar de Menezes;M
96063;Carlo Ponte;M
117908;Ayaka Takahashi;F
69785;Liew Foh Sin;M
123527;Elmira Urumbayeva;F
74353;Innar Mndoja;M
133478;Yun Mi-Gyeong;F
60733;Glenn Charles W. Kirkham;M
48291;Yassine Hethat;M
100262;Kevin Reynolds;M
47682;Hubert Henno;M
132852;"Foo Ee ""Gary"" Yeo";M
132986;"Yin Yue ""Elizabeth"" Yin";F
49947;Michael Hormillosa;M
85236;Ursula Nemec (-Koll);F
44193;Toms Gutirrez Ferrer;M
64901;Sandeep Kumar;M
133459;Yun Deok-Ha;M
37491;Koshi Fujimori;M
55587;Jon Myong-Hui;F
82572;Graham R. Moughton;M
36007;Curt Heinz Foerstendorf;M
34013;Robert Charbel Farah Maksoud;M
127085;Karl Vogt;M
56785;Koji Kakuta;M
46167;George Lee Harris;M
32290;Alberth Josu Elis Martnez;M
132173;Hesham Yahia Mahmud Abdelaal;M
61222;Jan Kleyn;M
114892;Kristin Mrer Stemland;F
57813;Kudret Kasar;M
120566;Lies Tizioualou;M
124390;Arjen van der Kieft;M
91041;Pang Qiong;F
97867;Federico Luis Quern;M
129471;Wilhelm Piotr Weistand;M
75177;Aleksandr Ivanovich Markov;M
116545;Arnulf Sunde;M
43565;Vincenzo Guerini;M
94599;Jean Pichette;M
65396;Nikolay Aleksandrovich Kuznetsov;M
52844;Viktor Nikolayevich Ivanov;M
69148;Ekaterina Levina;F
127906;"Raymond ""Remy"" Wagner";M
55405;"Kathryn Louise ""Kath"" Johnson";F
58527;Renata Keller (-Smalley);F
78302;Milena Meisser;F
75720;Estbaliz Martnez Yerro;F
90157;Vladimir Olegovich Ovchinnikov;M
102761;Leo Rossi;M
124377;"Hermina Johanna ""Mirna"" van der Hoeven-Jansen";F
130042;Mark Scott Whitehead;M
54929;David Jirka;M
96041;Anna Matveyevna Ponomaryova (Kolchugina-);F
68680;Taisto Armas Lempinen;M
36275;Karen Forkel;F
64611;Gbor Kucsera;M
62842;Mariya Korobitskaya;F
64828;Piotr Kuleta;M
107114;Markus Schmidt;M
65901;Philome Laguerre;M
128661;Edvard Einarsen Wangberg;M
95362;Jolanda Plank;F
51341;Carol Huynh;F
129792;Russell Westbrook, Jr.;M
123024;U Jung-Ho;M
118127;Henrik Julius Tallberg;M
47272;Josef Heinen;M
124220;"Hendrikus ""Driekske"" van Bussel";M
101459;Moushaumi Robinson;F
45040;Oliver Wade Hall-Craggs;M
132142;Renuka Yadav;F
96001;Margarito Pomposo Baos;M
44064;Koji Gushiken;M
33589;Felicia Eze;F
105810;Kristian Ronald Sarkies;M
132479;Yang Cuiping;F
88596;Maria Olaru;F
109636;Mohammad Anis Sherzai;M
133166;Jumpei Yoshizawa;M
108608;Jitka Seneck;F
60400;Kipkemboi Kimeli;M
72900;Marcos Antnio Costa Ferreira de Macedo;M
104908;Jens Johan Salvesen;M
80592;Akiko Miyamura;F
134894;Olena Hryhorivna Zhupina;F
38861;Carla Sue Garrett;F
75112;Ricardo Mrio de Souza;M
32338;Henry Junior Elliott;M
41684;Carlota Gooden;F
48777;Norio Hirate;M
44048;Aleksandr Vladimirovich Gusev;M
112879;Cristian Mauro Soldano;M
33409;Johan Magnus Eurn;M
120866;Ladislav Toman;M
98350;Kari Tapani Rahkamo;M
56600;Imade Kadro;M
129016;David Watts;M
104162;Diana Ivanivna Sadovnykova (-Yaropolova);F
76127;Frantiek Maln;M
77295;Doreen Ann McCannell (-Botterill);F
69259;"Steven Earl ""Steve"" Lewis";M
74681;"Alessandro ""Alex"" Mapelli-Mozzi";M
67522;Gerard Willem le Heux;M
64028;Thomas Krief;M
129957;"Jacob ""Jake"" Whetton";M
35498;Carsten Fischer;M
61393;Rudolf Klupsch;M
59003;Elenora Valerieva Kezhova;F
107581;Beate Schubert;F
110057;Shue Ming-Shu;M
43964;Guo Jie;M
78335;Marlies Mejias Garca;F
55765;Jong Jo-Ung;M
48731;Dietmar Hinz;M
33152;Zhuldyz Attakurovna Eshimova (Turtbaeva-);F
90869;James Algernon Palmer-Tomkinson (Tomkinson-);M
43137;"Cornelis ""Cor"" Groot";M
130940;Martin John Winbolt-Lewis;M
71186;"John Edward ""Jack"" London";M
61585;Emma Knox;F
49064;Fahr-ud-Din Hodi;M
46895;Sabine Hazboun;F
55224;Leif Magnus Johansson;M
84363;Masaru Nakashige;M
108768;Sawan Serasinghe;M
123489;Mario Roberto Uriburu Per;M
99906;Shannon Colleen Rempel;F
65927;Hassan Lahmar;M
35065;"Edward Payson ""Ed"" Ferry";M
35806;Benjamin Karl Fletcher;M
130639;Mark Williams;M
116798;Akiko Suzuki;F
98593;Giuseppe Ramani;M
56158;Ju Sang-Jeom;M
115594;Stefan Georgiev Stoykov;M
96891;Kenneth Huson Preston;M
59770;Kim Bong-Chol;M
132859;Yeo Wun-Gon;M
113946;Barbora potkov;F
124455;"Cornelis ""Kees"" van der Tuijn";M
43462;Enrique Guardia Yez;M
59648;Anna Katarzyna Kiebasiska;F
40064;Bruno Giacconi;M
41068;Cdric Gohy;M
103491;Herbert Runge;M
128165;"Kenneth Maxwell ""Ken"" Wallace";M
63279;"Konstantinos ""Kostas"" Koukodimos";M
116333;Joanna Sulej;F
120725;Danilo Tognon;M
107178;Marc Schmit;M
81529;lvaro Montesinos Yago;M
61100;Frithjof Kleen;M
94705;Marcelo Roberto Pieretti Jasprica;M
104638;Ricardo Salas Espinoza;M
110112;Carl Leslie Shy;M
76583;Shingo Matsumoto;M
60096;Kim Ju-Seok;M
129456;Katarzyna Weiss (-Chwiakowska);F
39702;Yanislav Gerchev;M
68012;Lee Jin-Il;M
41251;Beatriz Branquinho Gomes;F
50686;Elliot Hubbard;M
124771;Caia Jaqueline van Maasakker;F
75299;Eric Tinoco Marques;M
113996;Albert Bryan Sprott;M
132649;Nolie Yarigo;F
121428;Gbor Totola;M
77096;Gholam Hussain Mazloomi;M
130041;"Kenneth ""Ken"" Whitehead";M
101955;"Jamess Galvin ""Jim"" Rogers";M
77537;Portia Johnson McGee;F
63345;Igor Kovaevi;M
32352;Peter Elliott;M
120608;Tomasz Tuczyski;M
80588;Tomomi Miyamoto (Mitsui-);F
92438;Jhonathan Josu Paz Hernndez;M
132346;Tsuyoshi Yamanaka;M
38608;Jos Garca Gaspar;M
53998;Edyta Jasiska;F
58957;Mano Ketenzhiev;M
128716;Jane Lois Ward;F
78797;Hanser Lenier Meoque Lugoes;M
46332;"Jeffrey Stewart ""Jeff"" Hartwig";M
61088;Mikhail Klaynerov;M
59406;Nikolay Nikolayevich Khrenkov;M
48756;Hiroki Hirako;M
131217;Otto Woffek;M
117039;Lucie Svrinov;F
105264;Ricardo Sancho Navarro;M
72278;Ragnar Torsten Lundberg;M
96677;Arnulfo Pozo Gonzlez;M
125875;Francisco Jos Ventoso Alberdi;M
35590;Richard Laurence Seymour Fishlock;M
113569;Gyri Tove Srensen;F
87024;Elise Simone Norwood (-Ashton);F
76763;Grigory Matuzkov;M
110370;Bjarki Sigursson;M
101784;Carlos Joel Rodrguez Luviano;M
130488;Philip C. Wilkinson;M
64778;Lasse Juhani Kukkonen;M
130756;Andrew Willows;M
114210;Eirini Stakhtiari;F
121397;Ildik Tth;F
85396;Shirley A. Netherway (-Parker);F
79985;Percival Mills;M
43293;"Richard Louis ""Dick"" Gruenther";M
77188;Martial Mbandjock;M
106040;Tetsuo Sato;M
60138;Kim Mi-Seon;F
75124;Marisa Pires Nogueira;F
48535;Jamie Hildebrandt;M
130463;David Andrew Wilkie;M
31908;Said Masoud El-Agimi;M
45176;Toshihiro Hamada;M
70537;Irina Andreyevna Litvinenko-Ektova;F
100229;Playter Reyes Medina;M
79553;Yelena Sergeyevna Migunova;F
135329;Muhammad Zubair;M
51567;Nader El-Sayed Ibrahim;M
116711;Diana Margaret Sutherland (-Turner);F
84355;Teruko Nakano;F
111071;Harpreet Singh Mander;M
40266;Irene Gilbert (-Pass);F
91299;Michael Pappert;M
116303;Pavel Vladimirovich Sukhov;M
68447;Jos Lei;M
57986;Kazuyoshi Kato;M
123566;Zhaksylyk Amiraliyevich Ushkempirov;M
71871;Torbjrn Lkken;M
116183;Keith Sudziarski;M
70495;aklna Litauniece;F
118401;John Henrik Tandrevold;M
92099;"Cassandra Lily ""Cassie"" Patten";F
110398;Alette Hilde Sijbring;F
101723;Carlos Eduardo Rodrguez Vargas;M
33913;Oumar Fall;M
100643;Jess Rico;M
122715;Mlanie Turgeon;F
102201;Ada Nabila Romn Arroyo;F
123168;Kingsley Chima Ugwu;M
49286;Mika Hokajrvi;M
127603;Slavia Vrane;M
86979;David John Norris;M
132838;Aramby Ibragimovich Yemizh;M
43483;Gulnaz Radikovna Gubaydullina;F
93408;Walter Prez Soto;M
47780;"Robert ""Roby"" Hentges";M
82808;Sran Mrvaljevi;M
77563;"Matthew ""Matt"" McGovern";M
35562;George Winthrop Fish;M
31652;Anneliese Ehrhardt (Jahns-);F
110296;Romuald Siemionow;M
103602;"William Fenton ""Bill"" Russell";M
64898;Ramesh Kumar;M
98817;Emma Randall (-McDonald);F
112367;"Peter ""Pete"" Smith";M
115328;Troy Stockwell;M
65684;Vincent Labrie;M
68043;Lee Ki-Hyun;M
54480;Jeon Hae-Seop;M
46933;He Lumin;F
81518;Carlos Monterroso;M
